x,y,bbox_w,bbox_h,type_code,type_name,place_name,level,variant,instance_id,template_key
890,316,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
902,316,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1071,316,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1209,316,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1466,316,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1061,317,2,2,4,Settlement (Town),,2,07,17244005265719231113,poiNode__town_lvl2_wood_dorne_alpha
1170,317,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
495,318,2,2,4,Crossing,,1,06,186484103584441603,poiNode__crossing_lvl1_alpha
840,318,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1026,318,2,2,4,Settlement (Town),,2,0b,3286385545442074994,poiNode__town_lvl2_food_dorne_alpha
1366,318,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
607,319,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
682,319,2,2,4,Settlement (Town),,1,07,17478731388639675676,poiNode__town_lvl1_stone_dorne_alpha
729,319,2,2,4,Tunnel,,1,06,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
949,319,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1423,319,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1438,319,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
747,320,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
791,320,2,2,4,Tunnel,,1,06,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1054,320,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1290,320,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1233,321,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1375,321,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1389,321,2,2,4,Settlement (Town),,2,07,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
1695,321,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
936,322,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
968,322,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
983,322,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1030,322,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1110,322,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
914,323,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1297,324,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
782,325,2,1,2,Tunnel,,1,03,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1041,325,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
858,326,2,2,4,Settlement (Town),,1,0b,17478731388639675676,poiNode__town_lvl1_stone_dorne_alpha
906,326,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
956,326,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1246,326,2,2,4,Settlement (Town),,2,0b,3286385545442074994,poiNode__town_lvl2_food_dorne_alpha
1087,327,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1205,327,2,2,4,Settlement (Town),,2,07,17244005265719231113,poiNode__town_lvl2_wood_dorne_alpha
1352,327,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1396,327,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
929,329,2,2,4,Settlement (Town),,2,07,4572143029366277926,poiNode__town_lvl2_iron_dorne_alpha
1021,329,3,3,9,Castle,,2,b700,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1123,329,3,5,15,Bridge,,2,a414,1498553686271999927,poiNode__bridge_5hex_lvl2_alpha
1445,329,2,2,4,Settlement (Town),,3,07,1793729568005850773,poiNode__town_lvl3_stone_dorne_alpha
848,330,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
899,330,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1052,331,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1080,331,2,2,4,Settlement (Town),,2,07,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
1097,331,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
716,332,2,2,4,Settlement (Town),,1,0b,17478731388639675676,poiNode__town_lvl1_stone_dorne_alpha
908,332,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
919,332,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1071,332,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1253,332,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1325,332,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
805,333,3,3,9,Castle,,1,b700,15953943652019753607,poiNode__castle_lvl1_dorne_alpha
1199,333,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1465,334,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1118,335,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1695,335,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
732,336,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1263,336,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1398,336,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
899,337,2,2,4,Settlement (Town),,2,07,4572143029366277926,poiNode__town_lvl2_iron_dorne_alpha
953,337,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1232,337,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1415,337,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
785,339,4,4,16,Seat of Power,High Hermitage,,vn,3880806631117734893,poiNode__sop_HighHermitage_alpha
962,339,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1044,339,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1248,339,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1387,339,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
567,341,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1033,341,2,2,4,Settlement (Town),,2,07,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
1083,341,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1447,342,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
487,343,2,2,4,Crossing,,1,06,186484103584441603,poiNode__crossing_lvl1_alpha
781,343,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1200,344,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1349,344,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1140,345,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
1245,345,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
755,346,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
980,346,4,3,12,Seat of Power,Skyreach,,f707,18087946226030600535,poiNode__sop_Skyreach_alpha
1190,346,3,5,15,Bridge,,2,9412,1498553686271999927,poiNode__bridge_5hex_lvl2_alpha
967,348,2,2,4,Settlement (Town),,2,0b,17244005265719231113,poiNode__town_lvl2_wood_dorne_alpha
1280,348,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1331,349,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
917,351,2,2,4,Dragon Sanctum,,1,0f,12986605537241065867,poiNode__dragonsanctum_lv01_dorne_alpha
926,351,2,2,4,Settlement (Town),,2,07,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
971,351,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
999,351,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1243,351,2,2,4,Crossing,,2,06,17576595532914463501,poiNode__crossing_lvl2_alpha
957,352,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1039,352,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1137,352,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
787,353,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1403,353,2,2,4,Harbor/Dock,,2,,16078488310347410484,poiNode__harbor_lvl2_alpha
461,354,2,2,4,Settlement (Town),,1,0b,17988470253685371955,poiNode__town_lvl1_stone_crownlands_alpha
543,354,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
799,354,2,2,4,Tunnel,,1,06,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
858,354,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
907,354,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1021,354,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1107,355,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
900,357,3,3,9,Castle,,2,b700,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1053,357,3,5,15,Bridge,,2,9148,1498553686271999927,poiNode__bridge_5hex_lvl2_alpha
1277,358,4,3,12,Seat of Power,Yronwood,,f707,10664726196707615856,poiNode__sop_Yronwood_alpha
892,360,2,2,4,Tunnel,,2,06,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
920,360,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
953,360,2,2,4,Tunnel,,2,06,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1000,361,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
1033,361,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
423,363,2,2,4,Settlement (Town),,1,07,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
757,363,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
927,363,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
799,364,2,1,2,Tunnel,,1,03,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
810,364,3,3,9,Castle,,1,9f00,15953943652019753607,poiNode__castle_lvl1_dorne_alpha
889,364,1,2,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1052,365,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
902,366,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
914,366,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
968,366,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1193,366,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1088,368,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1153,368,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1175,368,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
767,369,3,3,9,Castle,,1,b700,15953943652019753607,poiNode__castle_lvl1_dorne_alpha
1061,369,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
756,370,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
844,370,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1029,370,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1703,370,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
886,371,4,4,16,Seat of Power,Blackmont,,vn,13660834003404801267,poiNode__sop_Blackmont_alpha
945,371,2,1,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
587,372,3,3,9,Castle,,1,9f00,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
789,372,1,2,2,Tunnel,,1,03,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1004,372,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
1211,372,2,2,4,Settlement (Town),,2,0b,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
1403,372,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
921,373,3,3,9,Castle,,2,b700,233768147089847775,poiNode__castle_lvl2_dorne_alpha
1273,373,2,2,4,Harbor/Dock,,2,07,16078488310347410484,poiNode__harbor_lvl2_alpha
796,374,2,2,4,Tunnel,,1,06,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1078,374,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
669,375,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
803,376,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
966,376,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
986,376,1,2,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
707,377,5,1,5,Bridge,,1,1f,16551278857259698617,poiNode__bridge_5hex_lvl1_alpha
913,377,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
934,377,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1106,377,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1228,377,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1260,377,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
901,379,1,2,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1246,379,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
855,380,2,2,4,Settlement (Town),,1,0b,5177923786824194211,poiNode__town_lvl1_iron_dorne_alpha
895,380,1,2,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1044,380,2,2,4,Settlement (Town),,2,0b,17244005265719231113,poiNode__town_lvl2_wood_dorne_alpha
823,382,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1708,382,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
925,383,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
984,383,2,2,4,Tunnel,,2,06,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1172,383,2,2,4,Settlement (Town),,2,07,4572143029366277926,poiNode__town_lvl2_iron_dorne_alpha
1229,383,2,2,4,Tunnel,,2,,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
410,384,3,4,12,Bridge,,1,9402,4164891203475574860,poiNode__bridge_4hex_lvl1_alpha
603,384,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
908,384,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
649,385,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
477,386,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1158,386,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
967,387,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1427,387,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
777,388,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
915,388,2,2,4,Settlement (Town),,2,0b,4572143029366277926,poiNode__town_lvl2_iron_dorne_alpha
1270,388,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1687,389,2,2,4,Crossing,,2,06,17576595532914463501,poiNode__crossing_lvl2_alpha
1026,390,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1040,390,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1240,390,3,2,6,Dragon Sanctum,,1,1e,12986605537241065867,poiNode__dragonsanctum_lv01_dorne_alpha
723,391,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
858,391,3,5,15,Bridge,,1,9148,16551278857259698617,poiNode__bridge_5hex_lvl1_alpha
1230,391,1,2,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1145,392,1,2,2,Tunnel,,2,03,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1288,392,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
983,393,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1699,393,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
726,394,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
764,394,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
943,394,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
958,394,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1437,397,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
809,398,2,2,4,Settlement (Town),,1,0b,17988470253685371955,poiNode__town_lvl1_stone_crownlands_alpha
950,398,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1146,398,2,2,4,Tunnel,,2,06,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
922,400,3,3,9,Castle,,2,9f00,233768147089847775,poiNode__castle_lvl2_dorne_alpha
935,400,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1024,400,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1060,400,2,2,4,Settlement (Town),,2,0b,4572143029366277926,poiNode__town_lvl2_iron_dorne_alpha
1255,401,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
611,402,2,2,4,Crossing,,1,06,186484103584441603,poiNode__crossing_lvl1_alpha
884,402,1,2,2,Tunnel,,1,03,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
557,403,7,8,56,Great House Capital,Oldtown,,1cdfcffff7fbf8,5714651828624649688,poiNode__capital_Oldtown_alpha
961,403,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1149,403,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1231,403,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1052,404,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1293,404,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
667,405,2,2,4,Crossing,,1,,186484103584441603,poiNode__crossing_lvl1_alpha
1128,405,2,2,4,Settlement (Town),,2,07,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
1469,405,2,2,4,Crossing,,2,,17576595532914463501,poiNode__crossing_lvl2_alpha
510,407,3,3,9,Castle,,1,b700,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
909,407,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1029,407,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1094,407,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1156,407,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
888,408,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1086,408,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1188,408,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1212,408,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
604,409,2,2,4,Crossing,,1,06,186484103584441603,poiNode__crossing_lvl1_alpha
1225,409,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
455,410,2,2,4,Settlement (Town),,1,0b,10599107479229116960,poiNode__town_lvl1_wood_crownlands_alpha
669,410,2,2,4,Crossing,,1,,186484103584441603,poiNode__crossing_lvl1_alpha
703,410,2,2,4,Settlement (Town),,1,0b,2800008357386502363,poiNode__town_lvl1_iron_crownlands_alpha
970,410,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1015,410,2,2,4,Settlement (Town),,2,0b,12430922041646588100,poiNode__town_lvl2_stone_dorne_alpha
1040,410,2,2,4,Settlement (Town),,2,0b,3286385545442074994,poiNode__town_lvl2_food_dorne_alpha
1008,411,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1021,411,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
515,412,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
960,412,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
995,412,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
733,413,2,2,4,Settlement (Town),,1,07,5323986953385167127,poiNode__town_lvl1_food_crownlands_alpha
1264,413,2,2,4,Tunnel,,2,,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
929,414,2,2,4,Settlement (Town),,2,0b,3286385545442074994,poiNode__town_lvl2_food_dorne_alpha
952,414,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1270,414,2,2,4,Tunnel,,2,06,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
1681,414,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
840,416,2,2,4,Settlement (Town),,1,0b,5177923786824194211,poiNode__town_lvl1_iron_dorne_alpha
920,416,2,2,4,Tunnel,,2,06,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
561,417,5,1,5,Bridge,,1,1f,16551278857259698617,poiNode__bridge_5hex_lvl1_alpha
1152,417,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1475,417,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
856,418,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
936,418,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
909,419,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
916,419,2,2,4,Tunnel,,2,,15351316214017112016,poiNode__tunnel_lvl2_dorne_alpha
945,419,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
596,420,3,3,9,Castle,,1,9f00,6741636123857038108,poiNode__castle_lvl1_crownlands_alpha
902,420,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
924,421,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1215,421,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
666,422,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
1007,422,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
458,423,2,3,6,Bridge,,1,16,12353644835132525818,poiNode__bridge_3hex_lvl1_alpha
742,423,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
872,423,2,2,4,Tunnel,,1,,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
956,423,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1044,423,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1680,424,1,2,2,Crossing,,2,03,17576595532914463501,poiNode__crossing_lvl2_alpha
471,425,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
973,425,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1062,425,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
414,426,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
651,426,2,2,4,Crossing,,1,06,186484103584441603,poiNode__crossing_lvl1_alpha
714,426,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
877,427,1,2,2,Tunnel,,1,03,816168711756189832,poiNode__tunnel_lvl1_dorne_alpha
1084,429,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
777,431,1,1,1,Ruin,,1,01,4069333285272614884,poiNode__ruin_lvl1_crownlands_alpha
940,431,1,1,1,Ruin,,1,01,17522881336283509828,poiNode__ruin_lvl1_dorne_alpha
1063,431,2,2,4,Tunnel,,3,,2210091330947977217,poiNode__tunnel_lvl3_dorne_alpha
