key,name,description,icon,ability_key
habit_dragon_rhysarion_slot2_01,Ebbing Fury,"<style=""Inline_Underline"">Start of Round 1</style>: Reduce Damage Dealt of all Enemies <style=""Inline_Negative"">AND</style> Allies by {effect_group=1:effect=1:base_mod} for 3 rounds.

<style=""Inline_Underline"">Start of Round 4</style>: Apply <style=""Inline_Recovery"">Recovery</style> (Recovery Rate: {effect_group=3:effect=1:base_mod}, enhanced by <style=""Inline_Dragon_Strength"">Strength</style>) to 3 Allies in any lane.",Icon_DragonAbility_Habit_EbbingFury_04.png,ability_habit_epic_ebbingfury_01
habit_dragon_rhysarion_slot3_01,Sharp Resolve,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_SharpResolve_04.png,ability_habit_epic_sharpresolve_01
habit_dragon_rhysarion_slot4_01,Echoing Melody,"<style=""Inline_Command"">Dawnsong</style> gains:
<style=""Inline_Underline"">Rounds 2, 5, 8</style>: Apply <style=""Inline_Recovery"">Recovery</style> to {ability=ability_command_epic_dawnsong_01:effect_group=4:number_of_targets} {ability=ability_command_epic_dawnsong_01:effect_group=4:target_type} {ability=ability_command_epic_dawnsong_01:effect_group=4:target_range} (Recovery Rate: {ability=ability_command_epic_dawnsong_01:effect_group=4:effect=1:base_mod}, enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>).",Icon_DragonAbility_Habit_EchoingMelody_04.png,ability_habit_rare_null_01
habit_dragon_rhysarion_slot5_01,Unbroken Devotion,"<style=""Inline_Underline"">Start of Combat</style> Increase <style=""Inline_Recovery"">Recovery</style> Received by {effect_group=1:effect=1:base_mod} of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} until the end of combat.",Icon_DragonAbility_Habit_UnbrokenDevotion_03.png,ability_habit_epic_unbrokendevotion_01
habit_dragon_rhysarion_slot6_01,Inspiring Melody,"<style=""Inline_Underline"">Each Round</style>: {effect_group=1:trigger_chance} chance to increase <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) and grant <style=""Inline_Buff"">Resistance</style> ({effect_group=1:effect=2:base_mod}) to {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} for {effect_group=1:duration_rounds} round(s).

<style=""Inline_Buff"">Resistance</style> reduces the target's Damage Received.",Icon_DragonAbility_Habit_InspiringMelody_04.png,ability_habit_epic_inspiringmelody_01
habit_dragon_tessarion_slot1_01,Champion's Brilliance,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Dragon_Strength"">Strength</style>, <style=""Inline_Dragon_Intelligence"">Intelligence</style>, and <style=""Inline_Dragon_Instinct"">Instinct</style> by <style=""Inline_Positive"">+15</style>. Reduce Damage Received by <style=""Inline_Positive"">-8%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>. ",Icon_DragonAbility_Habit_ChampionsBrilliance_03.png,ability_habit_rare_championsbrilliance_01
habit_dragon_tessarion_slot2_01,Sharpened Beauty,"<style=""Inline_Underline"">Start of Each Round:</style> Increase your <style=""Inline_Damage_Physical"">Physical</style> and <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=1:effect=1:base_mod} until the end of the round. Double these effects ({effect_group=2:effect=1:base_mod}) if you are <style=""Inline_Bold"">above 75% Troop Capacity</style> or if you have <style=""Inline_Buff"">Advantage</style>.",Icon_DragonAbility_Habit_SharpenedBeauty_04.png,ability_habit_epic_sharpenedbeauty_01
habit_dragon_tessarion_slot3_01,Blazing Leader,"<style=""Inline_Underline"">Start of Combat</style>: Increase the <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=1:effect=1:base_mod} of 1 Ally in any lane (prioritizes the <style=""Inline_LeftFlank"">Left Flank</style>) until the end of combat.",Icon_DragonAbility_Habit_BlazingLeader_03.png,ability_habit_epic_blazingleader_01
habit_dragon_tessarion_slot4_01,Molten Armor,"<style=""Inline_Underline"">Start of Odd-numbered Rounds:</style> {effect_group=1:trigger_chance} chance to increase your <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=1:effect=1:base_mod} and reduce the <style=""Inline_Damage_Physical"">Physical</style> Damage Received by {effect_group=2:effect=1:base_mod} of {effect_group=2:number_of_targets} {effect_group=2:target_type} {effect_group=2:target_range}. If you are afflicted with <style=""Inline_Damage_Tactical"">Panic</style>, also apply the reduced <style=""Inline_Damage_Physical"">Physical</style> Damage Received effect to yourself. Each effect lasts for {effect_group=1:duration_rounds} round(s).",Icon_DragonAbility_Habit_MoltenArmor_04.png,ability_habit_epic_moltenarmor_01
habit_dragon_tessarion_slot5_01,Clever Maneuver,"<style=""Inline_Underline"">Start of Combat</style>: Increase <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=2:base_mod} of the Ally with the highest <style=""Inline_Dragon_Intelligence"">Intelligence</style> until the end of combat. Both effects are enhanced by <style=""Inline_Dragon_Instinct"">Instinct</style>.",Icon_DragonAbility_Habit_CleverManeuver_05.png,ability_habit_epic_clevermaneuver_01
habit_dragon_tessarion_slot6_01,The Blue Queen,"<style=""Inline_Underline"">Start of Odd-numbered Rounds:</style> {effect_group=1:trigger_chance} chance to reduce the Damage Received by {effect_group=1:effect=2:base_mod} and increase the <style=""Inline_Dragon_Intelligence"">Intelligence</style> (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) by {effect_group=1:effect=1:base_mod} of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} that deals <style=""Inline_Damage_Fire"">Fire</style> Damage for {effect_group=1:duration_rounds} round(s).
If you are <style=""Inline_Bold"">above 75% Troop Capacity</style>, double the Damage Received reduction ({effect_group=2:effect=2:base_mod}) and <style=""Inline_Dragon_Intelligence"">Intelligence</style> increase ({effect_group=2:effect=1:base_mod}).",Icon_DragonAbility_Habit_TheBlueQueen_05.png,ability_habit_epic_bluequeen_01
habit_dragon_moonsheen_slot1_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_moonsheen_slot2_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_moonsheen_slot3_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_moonsheen_slot4_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_moonsheen_slot5_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_moonsheen_slot6_01,<color=purple>Work in Progress</color>,<color=purple>Work in Progress</color>,Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_shadowsong_slot1_01,Hunter's Wrath,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Fire"">Fire Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersWrath_03.png,ability_habit_rare_hunterswrath_01
habit_dragon_shadowsong_slot2_01,Ensnare,"<style=""Inline_Underline"">Round 1</style>: Reduce <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} for {effect_group=1:duration_rounds} round(s).",Icon_DragonAbility_Habit_Ensnare_04.png,ability_habit_epic_ensnare_01
habit_dragon_shadowsong_slot3_01,Blazing Onslaught,"<style=""Inline_Underline"">Start of Round 1</style>: Increase <style=""Inline_Damage_Fire"">Fire</style> Damage Received of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} (prioritizes the <style=""Inline_LeftFlank"">Left Flank</style>) and  <style=""Inline_Damage_Physical"">Physical</style> Damage Received (excluding <style=""Inline_Attack"">Basic Attacks</style>) of {effect_group=2:number_of_targets} {effect_group=2:target_type} {effect_group=2:target_range} (prioritizes the <style=""Inline_RightFlank"">Right Flank</style>) by {effect_group=1:effect=1:base_mod} for {effect_group=1:duration_rounds} round(s).",Icon_DragonAbility_Habit_BlazingOnslaught_04.png,ability_habit_epic_blazingonslaught_01
habit_dragon_shadowsong_slot4_01,Scorched Earth,"<style=""Inline_Underline"">Each Round</style>: {effect_group=2:trigger_chance} chance to afflict <style=""Inline_Debuff"">Vulnerable</style> ({effect_group=2:effect=1:base_mod}) on {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} for {effect_group=2:duration_rounds} round(s). This chance is doubled ({effect_group=3:trigger_chance}) against targets afflicted with <style=""Inline_Damage_Tactical"">Panic</style>.

<style=""Inline_Debuff"">Vulnerable</style> increases the target's Damage Received.",Icon_DragonAbility_Habit_ScorchedEarth_04.png,ability_habit_epic_scorchedearth_01
habit_dragon_shadowsong_slot5_01,Dragon's Intellect,"<style=""Inline_Underline"">Start of Combat</style>: Reduce your Damage Received by {effect_group=1:effect=1:base_mod} and increase your <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=2:base_mod} until the end of combat.",Icon_DragonAbility_Habit_DragonsIntellect_03.png,ability_habit_epic_dragonsintellect_01
habit_dragon_shadowsong_slot6_01,Blazing Conductor,"<style=""Inline_Command"">Breath of Fire</style> gains:
<style=""Inline_Underline"">Rounds 2, 5, 8</style>: Deal {ability=ability_command_epic_breathoffire_01:effect_group=4:effect=1:damage_type} Damage to {ability=ability_command_epic_breathoffire_01:effect_group=4:number_of_targets} {ability=ability_command_epic_breathoffire_01:effect_group=4:target_type} {ability=ability_command_epic_breathoffire_01:effect_group=4:target_range} (Damage Rate: {ability=ability_command_epic_breathoffire_01:effect_group=4:effect=1:base_mod}) and there is a {ability=ability_command_epic_breathoffire_01:effect_group=5:trigger_chance} chance to afflict the target with <style=""Inline_Damage_Fire"">Burn</style> for {ability=ability_command_epic_breathoffire_01:effect_group=5:duration_rounds} round(s). Then deal {ability=ability_command_epic_breathoffire_01:effect_group=6:effect=1:damage_type} Damage to a different {ability=ability_command_epic_breathoffire_01:effect_group=6:target_type} {ability=ability_command_epic_breathoffire_01:effect_group=6:target_range} (Damage Rate: {ability=ability_command_epic_breathoffire_01:effect_group=6:effect=1:base_mod}) and there is a {ability=ability_command_epic_breathoffire_01:effect_group=7:trigger_chance} chance to afflict the target with <style=""Inline_Damage_Fire"">Burn</style> for {ability=ability_command_epic_breathoffire_01:effect_group=7:duration_rounds} round(s).

<style=""Inline_Damage_Fire"">Burn</style> deals <style=""Inline_Damage_Fire"">Fire</style> Damage to the target each round.",Icon_DragonAbility_Habit_BlazingConductor_04.png,ability_habit_rare_null_01
habit_dragon_tashix_slot1_01,Hunter's Cunning,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Recovery"">Recovery</style> Received by <style=""Inline_Positive"">+20%</style> and <style=""Inline_Dragon_Intelligence"">Intelligence</style> by <style=""Inline_Positive"">+25</style>. Increase <style=""Inline_Damage_Physical"">Physical Damage</style> Dealt by <style=""Inline_Positive"">+10%</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersCunning_03.png,ability_habit_rare_hunterscunning_01
habit_dragon_tashix_slot2_01,Enervate,"<style=""Inline_Underline"">Start of Combat</style>: Reduce <style=""Inline_Damage_Tactical"">Tactical</style> Damage Dealt by {effect_group=1:effect=1:base_mod} of 1 Enemy that deals <style=""Inline_Damage_Tactical"">Tactical</style> Damage until the end of combat.",Icon_DragonAbility_Habit_Enervate_03.png,ability_habit_epic_enervate_01
habit_dragon_tashix_slot3_01,Dragon's Cunning,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Dragon_Intelligence"">Intelligence</style> by {effect_group=1:effect=1:base_mod} and reduce <style=""Inline_Dragon_Instinct"">Instinct</style> by {effect_group=2:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) of 2 Enemies within adjacency. Each effect lasts until the end of combat.",Icon_DragonAbility_Habit_DragonsCunning_04.png,ability_habit_epic_dragonscunning_01
habit_dragon_tashix_slot4_01,Cunning Ruse,"<style=""Inline_Underline"">Each Round</style>: {effect_group=1:trigger_chance} chance to gain 1 stack of <style=""Inline_Buff"">Mirage</style> (Max 10 Stacks).

Each stack of <style=""Inline_Buff"">Mirage</style> increases your <style=""Inline_Damage_Fire"">Fire Damage</style> Dealt by {effect_group=1:effect=1:base_mod} until the end of combat.

<style=""Inline_Underline"">Each Round</style> If you have 4 or more stacks of <style=""Inline_Buff"">Mirage</style>, there is a {effect_group=2:trigger_chance} chance to afflict 3 Enemies in any lane with <style=""Inline_Debuff"">Weakened</style> ({effect_group=2:effect=1:base_mod}) for {effect_group=2:duration_rounds} round(s). This chance is checked separately for each target and is doubled ({effect_group=5:trigger_chance}) against targets that deal <style=""Inline_Damage_Tactical"">Tactical</style> Damage.

<style=""Inline_Debuff"">Weakened</style> reduces the target's Damage Dealt.",Icon_DragonAbility_Habit_CunningRuse_04.png,ability_habit_epic_cunningruse_01
habit_dragon_tashix_slot5_01,Battle Guile,"<style=""Inline_Underline"">Start of Combat</style> Reduce <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} until the end of combat.",Icon_DragonAbility_Habit_BattleGuile_04.png,ability_habit_epic_battleguile_01
habit_dragon_tashix_slot6_01,Veiled Ambush,"<style=""Inline_Underline"">Each Round</style>: {effect_group=1:trigger_chance} chance to gain 1 stack of <style=""Inline_Buff"">Mirage</style> (Max 10 Stacks).

Each stack of <style=""Inline_Buff"">Mirage</style> increases your <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=1:effect=1:base_mod} until the end of combat.

<style=""Inline_Underline"">Each Round</style>: If you 7 or more stacks of <style=""Inline_Buff"">Mirage</style>, deal <style=""Inline_Damage_Fire"">Fire</style> Damage (Damage Rate: {effect_group=2:effect=1:base_mod}) to the Enemy with the most troops. This effect can only trigger once per combat.",Icon_DragonAbility_Habit_VeiledAmbush_04.png,ability_habit_epic_veiledambush_01
habit_dragon_smoketail_slot1_01,Hunter's Wrath,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Fire"">Fire Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersWrath_03.png,ability_habit_rare_hunterswrath_01
habit_dragon_smoketail_slot2_01,Ember Snare,"At the start of round 1, reduce <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) of 1 Enemy in any lane (prioritizes the <style=""Inline_LeftFlank"">Left Flank</style>) until the end of combat. Also, at the start of each round, there is a {effect_group=2:trigger_chance} chance to afflict 1 Enemy in any lane (prioritizes the <style=""Inline_LeftFlank"">Left Flank</style>) with <style=""Inline_Debuff"">Burn</style> (Damage Rate: {effect_group=2:effect=1:base_mod}) for 2 rounds. This effect only triggers once per combat.",Icon_DragonAbility_BasicAttack.png,ability_habit_epic_embersnare_01
habit_dragon_smoketail_slot3_01,Ashen Phantom,"At the start of each round, reduce the <style=""Inline_Damage_Fire"">Fire</style> and <style=""Inline_Damage_Tactical"">Tactical</style> Damage Dealt by <style=""Inline_Negative"">{effect_group=1:effect=1:base_mod}</style> of all Enemies below 50% max troop capacity until the end of the round.",Icon_DragonAbility_BasicAttack.png,ability_habit_epic_ashenphantom_01
habit_dragon_smoketail_slot4_01,Champion's Scourge,"<style=""Inline_Command"">Veilflame</style> has a {ability=ability_command_epic_veilflame_01:effect_group=3:trigger_chance} chance to deal <style=""Inline_Damage_Fire"">Fire Damage</style> (Damage Rate: {effect_group=3:effect=1:base_mod}) to {effect_group=3:number_of_targets} {effect_group=3:target_type} {effect_group=3:target_range}. If the target is a Champion, this damage is tripled.",Icon_DragonAbility_BasicAttack.png,ability_habit_rare_null_01
habit_dragon_smoketail_slot5_01,Backdraft,"At the start of combat, increase the <style=""Inline_Damage_Fire"">Fire Damage</style> Received by {effect_group=1:effect=1:base_mod} of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} until the end of combat.",Icon_DragonAbility_BasicAttack.png,ability_habit_epic_backdraft_01
habit_dragon_smoketail_slot6_01,Unraveled,"At the start of each round, for each enemy below 25% max troop capacity (includes enemies that have retreated), reduce the <style=""Inline_Dragon_Intelligence"">Intelligence</style>, <style=""Inline_Dragon_Speed"">Initiative</style>, and <style=""Inline_Dragon_Instinct"">Instinct</style> of {effect_group=7:number_of_targets} {effect_group=7:target_type} {effect_group=7:target_range} by <style=""Inline_Negative"">{effect_group=7:effect=1:base_mod}</style> (enhanced by <style=""Inline_Dragon_Strength"">Strength</style>) until the end of the round.",Icon_DragonAbility_BasicAttack.png,ability_habit_epic_unraveled_01
habit_dragon_tairax_slot1_01,Hunter's Wrath,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Fire"">Fire Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_RightFlank"">Right Flank</style>.",Icon_DragonAbility_Habit_HuntersWrath_03.png,ability_habit_rare_hunterswrath_01
habit_dragon_tairax_slot2_01,Whisper of Ash,"<u>Start of Round 1</u>: Reduce the <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) of {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} for {effect_group=1:duration_rounds} round(s).

<u>Start of Round 6</u>: Increase your <style=""Inline_Dragon_Intelligence"">Intelligence</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=2:effect=1:base_mod} for {effect_group=2:duration_rounds} round(s).",Icon_DragonAbility_Habit_WhisperofAsh_04.png,ability_habit_epic_whisperofash_01
habit_dragon_tairax_slot3_01,Sunder,"<u>Start of Each Round</u>: Increase the <style=""Inline_Bold"">Damage Received</style> by {effect_group=1:effect=1:base_mod} of all enemies afflicted with a <style=""Inline_Debuff"">Control</style> effect until the end of the round.
<style=""Inline_Debuff"">Control</style> effects include Stun, Stagger, Overwhelm, and Confusion.",Icon_DragonAbility_Habit_Sunder_03.png,ability_habit_epic_sunder_01
habit_dragon_tairax_slot4_01,Gleamstrike,"<style=""Inline_Command"">Burning Ward</style> gains:
<u>Odd-numbered Rounds</u>: Increase chance to afflict <style=""Inline_Debuff"">Stagger</style> to {ability=ability_command_epic_burningward_01:effect_group=4:trigger_chance}.
<style=""Inline_Debuff"">Stagger</style> prevents the target from using Attack Modifier Commands or launching <style=""Inline_Attack"">Basic Attacks</style>.

<u>Each Round</u>: Deal {ability=ability_command_epic_burningward_01:effect_group=5:effect=1:damage_type} Damage to all Enemies afflicted with a <style=""Inline_Debuff"">Control</style> effect (Damage Rate: {ability=ability_command_epic_burningward_01:effect_group=5:effect=1:base_mod}).
<style=""Inline_Debuff"">Control</style> effects include Stun, Stagger, Overwhelm, and Confusion.",Icon_DragonAbility_Habit_Gleamstrike_04.png,ability_habit_dpsphysical_01
habit_dragon_tairax_slot5_01,Gift of Fire,"<style=""Inline_Underline"">Start of each Round</style>: For each enemy afflicted with <style=""Inline_Damage_Fire"">Burn</style>, {effect_group=4:trigger_chance} chance to apply <style=""Inline_Buff"">Resistance</style> ({effect_group=4:effect=1:base_mod}) to {effect_group=4:number_of_targets} {effect_group=4:target_type} {effect_group=4:target_range} for {effect_group=4:duration_rounds} round(s) (prioritizes targets not already affected by <style=""Inline_Buff"">Resistance</style>).

<style=""Inline_Buff"">Resistance</style> reduces the target's Damage Received.",Icon_DragonAbility_Habit_GiftofFire_04.png,ability_habit_epic_giftoffire_01
habit_dragon_tairax_slot6_01,Moonlit Hunt,"<style=""Inline_Underline"">Start of Round 1</style>: Grant yourself <style=""Inline_Buff"">Evade</style> for {effect_group=1:duration_rounds} round(s).
<style=""Inline_Buff"">Evade</style> causes each instance of damage against the target to have a chance to be ignored.

<style=""Inline_Underline"">Start of Round 6</style>: Increase your <style=""Inline_Damage_Fire"">Fire</style> Damage Dealt by {effect_group=2:effect=1:base_mod} for {effect_group=2:duration_rounds} round(s).",Icon_DragonAbility_Habit_MoonlitHunt_04.png,ability_habit_epic_moonlithunt_01
habit_dragon_velar_slot1_01,Sentinel's Wit,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Tactical"">Tactical Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_LeftFlank"">Left Flank</style>.",Icon_DragonAbility_Habit_SentinelsWit_03.png,ability_habit_rare_sentinelswit_01
habit_dragon_velar_slot2_01,Strategic Leader,"<style=""Inline_Underline"">Start of Combat</style>: Increase <style=""Inline_Damage_Tactical"">Tactical</style> Damage Dealt by {effect_group=1:effect=1:base_mod} of 1 Ally in any lane (prioritizes the <style=""Inline_Vanguard"">Vanguard</style>) until the end of combat.",Icon_DragonAbility_Habit_StrategicLeader_04.png,ability_habit_epic_strategicleader_01
habit_dragon_velar_slot3_01,Quick Reflexes,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_QuickReflexes_03.png,ability_habit_epic_quickreflexes_01
habit_dragon_velar_slot4_01,Gales of Power,"<style=""Inline_Underline"">Rounds 2, 4, 6, 8</style>: {effect_group=1:trigger_chance} chance to grant <style=""Inline_Buff"">First-Strike</style> to {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} and afflict <style=""Inline_Debuff"">Slow</style> on {effect_group=4:number_of_targets} {effect_group=4:target_type} {effect_group=4:target_range}. Each effect is checked separately per target and lasts for {effect_group=1:duration_rounds} round(s).

<style=""Inline_Buff"">First-Strike</style> causes the target to attack before all other combatants each round.
<style=""Inline_Debuff"">Slow</style> causes the target to attack after all other combatants each round.",Icon_DragonAbility_Habit_GalesofPower_04.png,ability_habit_epic_galesofpower_01
habit_dragon_velar_slot5_01,Fierce Unity,"<style=""Inline_Underline"">Start of Combat</style>: Increase <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Instinct"">Instinct</style> by {effect_group=1:effect=1:base_mod} (enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>) of 3 Allies in any lane until the end of combat.",Icon_DragonAbility_Habit_FierceUnity_04.png,ability_habit_epic_fierceunity_01
habit_dragon_velar_slot6_01,Breath of Renewal,"<style=""Inline_Command"">Whirlwind</style> gains:
<style=""Inline_Underline"">Each Round</style>: {ability=ability_command_epic_whirlwind_01:effect_group=4:trigger_chance} chance to <style=""Inline_Buff"">Cleanse</style> 1 instance of <style=""Inline_Damage_Physical"">Bleed</style>, <style=""Inline_Damage_Tactical"">Panic</style>, or <style=""Inline_Damage_Fire"">Burn</style> from each Ally. This chance is checked separately per target.

<style=""Inline_Underline"">Rounds 2, 4, 6, 8</style>: Apply <style=""Inline_Recovery"">Recovery</style> to {ability=ability_command_epic_whirlwind_01:effect_group=3:number_of_targets} {ability=ability_command_epic_whirlwind_01:effect_group=3:target_type} {ability=ability_command_epic_whirlwind_01:effect_group=3:target_range} (Recovery Rate: {ability=ability_command_epic_whirlwind_01:effect_group=3:effect=1:base_mod}, enhanced by <style=""Inline_Dragon_Speed"">Initiative</style>).",Icon_DragonAbility_Habit_BreathofRenewal_04.png,ability_habit_rare_null_01
habit_dragon_zivern_slot1_01,Sentinel's Wit,"<style=""Inline_Bold"">At Level 16+ and deployed in the</style> <style=""Inline_Vanguard"">Vanguard</style>
Increase your <style=""Inline_Damage_Tactical"">Tactical Damage</style> Dealt by <style=""Inline_Positive"">+16%</style>. Increase <style=""Inline_Dragon_Instinct"">Instinct</style> and <style=""Inline_Dragon_Speed"">Initiative</style> by <style=""Inline_Positive"">+20</style> of the Ally deployed in the <style=""Inline_LeftFlank"">Left Flank</style>.",Icon_DragonAbility_Habit_SentinelsWit_03.png,ability_habit_rare_sentinelswit_01
habit_dragon_zivern_slot2_01,Battle Mastery,"<style=""Inline_Underline"">Start of Combat</style>: Reduce the <style=""Inline_Dragon_Strength"">Strength</style> and <style=""Inline_Dragon_Instinct"">Instinct</style> (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) of 3 enemies by {effect_group=1:effect=1:base_mod} until the end of combat.",Icon_DragonAbility_Habit_BattleMastery_03.png,ability_habit_epic_battlemastery_01
habit_dragon_zivern_slot3_01,Keen Instinct,"<style=""Inline_Underline"">Start of Combat</style>: Increase your <style=""Inline_Dragon_Intelligence"">Intelligence</style> and <style=""Inline_Dragon_Instinct"">Instinct</style> by {effect_group=1:effect=2:base_mod} until the end of combat.",Icon_DragonAbility_Habit_KeenInstincts_03.png,ability_habit_epic_keeninstincts_01
habit_dragon_zivern_slot4_01,Fearsome Reach,"<style=""Inline_Underline"">Odd-numbered Rounds</style>: {effect_group=1:trigger_chance} chance to reduce the <style=""Inline_Dragon_Instinct"">Instinct</style> (enhanced by <style=""Inline_Dragon_Intelligence"">Intelligence</style>) by {effect_group=1:effect=1:base_mod} and afflict <style=""Inline_Damage_Tactical"">Panic</style> (Damage Rate: {effect_group=2:effect=1:base_mod}) on {effect_group=1:number_of_targets} {effect_group=1:target_type} {effect_group=1:target_range} for {effect_group=1:duration_rounds} round(s).

<style=""Inline_Damage_Tactical"">Panic</style> deals <style=""Inline_Damage_Tactical"">Tactical</style> Damage to the target each round.",Icon_DragonAbility_Habit_FearsomeReach_04.png,ability_habit_epic_fearsomereach_01
